set,setSize,pMANOVA,s.snp_score,s.rnaSeq_score,s.dnaM_score,p.snp_score,p.rnaSeq_score,p.dnaM_score,s.dist,SD,p.adjustMANOVA
REACTOME_ARACHIDONIC_ACID_METABOLISM,56,3.4338605812956995e-4,-0.2498136054524358,0.08470476347560447,0.112901257091354,2.1739206206735785e-4,0.4068129774643803,0.0519111899615912,0.2869293088504752,0.2017670492228847,0.009128885960463472
WP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,88,3.522789806688181e-4,0.1897493932334867,0.20282078777774976,0.06790422464422614,0.007753975654328701,0.002314822944626788,0.10907831731628005,0.28592322030887396,0.07440831659570407,0.009277777266586256
WP_PROLACTIN_SIGNALING_PATHWAY,74,3.694035376046518e-4,0.20467174552365744,0.2105700453443911,0.06283498842181807,0.0029565240121718294,0.0033266764808261005,0.22758457019374478,0.3002973579337816,0.08364418952708484,0.009576159937194075
PID_IL2_1PATHWAY,54,3.72496763557062e-4,0.16575619485139562,0.299253632178371,0.05631076324565495,0.04399740003228355,1.9358485511590504e-4,0.36031161407707146,0.3466969203221595,0.12166970715664013,0.009576159937194075
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,57,3.738032622751413e-4,-0.04574750909802072,-0.1264031519106759,0.20958280968841062,0.5895836738070351,0.012700200121355653,4.953296904606737e-4,0.24898904698503393,0.1753973920372279,0.009576159937194075
BIOCARTA_CTCF_PATHWAY,24,3.774883311579916e-4,0.34309139849945963,0.37815910764500793,0.014069080095075853,0.003273645790257015,0.0013324921718924022,0.9149733534983018,0.5107973741454681,0.20085109675006457,0.00958344249732631
REACTOME_MITOTIC_PROPHASE,139,3.893417971884332e-4,-0.11155890870845248,-0.09854900176156309,0.031769793571447894,0.001884567048535555,0.0032161064090449466,0.45118433967465454,0.1522058331470703,0.07926260466854704,0.009796117718544684
REACTOME_SIGNALING_BY_SCF_KIT,43,4.0360543507015365e-4,0.20985250278523657,0.16385436515299906,0.20520693900438577,0.019850275200562803,0.09559617564789856,0.0014121163591762937,0.33614909448110936,0.02532273449100172,0.010065133770156574
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,44,4.3442463728672506e-4,-0.026979771596367434,-0.16741126269990117,0.22122232166405106,0.5951674220998082,0.015457578082264084,4.875018161033834e-4,0.278735994368507,0.196791491045721,0.010738672174333256
REACTOME_NONSENSE_MEDIATED_DECAY_NMD,108,5.161921183310255e-4,-0.12432234421670416,0.15306581429205984,-0.055004623591058885,0.0039015535928251174,0.009527253810508812,0.1363219708005844,0.20472102332887576,0.14436207026921982,0.012648951212668085
WP_DOPAMINERGIC_NEUROGENESIS,30,5.436230377477632e-4,0.3575597847777111,-0.19432401250519765,0.0012408161583639151,5.959147791440583e-4,0.02289026464100925,0.9588066473488949,0.4069549866399749,0.27981676603078615,0.013104117928065628
WP_MIRNAS_INVOLVEMENT_IN_THE_IMMUNE_RESPONSE_IN_SEPSIS,57,5.440673518749747e-4,0.06338995349814355,-0.17335722104892806,0.12606567106576044,0.5863817660165362,0.00657510385606267,0.0014256511398878808,0.2235253133664378,0.15791956737052446,0.013104117928065628
BIOCARTA_PYK2_PATHWAY,27,5.583845235656062e-4,0.06143386919697927,0.45577320113719555,0.029468172262462653,0.6684321503687841,3.212527633129575e-5,0.7581184563352281,0.46083804566881004,0.23743816463079825,0.013334979554304054
REACTOME_DEFENSINS,52,5.6762279129625e-4,-0.14206177248074714,-0.28848885916356476,-0.1413727283518811,0.029925998925776368,3.502880227322373e-4,0.5040300308590355,0.35127427657533,0.08473932817886207,0.01340924002531793
BIOCARTA_MTA3_PATHWAY,18,5.710109308155257e-4,0.2709532126593642,0.1162421729149503,0.3559877735574629,0.04723867652196879,0.48320127337810503,2.897562232286768e-4,0.462228494509825,0.12154857423637214,0.01340924002531793
WP_ADIPOGENESIS,129,5.968486449207265e-4,0.18529838966003406,0.03664023063824509,0.08762462253134076,4.469940472133854e-4,0.7778980530358559,0.02405139738421191,0.20822121454257625,0.07554118219616643,0.013900161003195102
WP_INTEGRATED_BREAST_CANCER_PATHWAY,151,6.046373250528893e-4,0.10280821939686974,0.1967361828471391,-0.01618901575402107,0.0625589436727239,1.7176528863404952e-4,0.6149330301364822,0.22256850596592007,0.10670828184886044,0.013966130999992148
KEGG_INOSITOL_PHOSPHATE_METABOLISM,53,6.158058367760166e-4,0.1346889005681198,0.2998828859325802,0.07174932045322625,0.11416990536259142,2.145887553648163e-4,0.23814320536391276,0.33648002941779703,0.11782428106008495,0.013984356448904394
BIOCARTA_MET_PATHWAY,32,6.207497048101472e-4,0.17015125107685816,0.37796858584502563,0.08842766494612762,0.110326940668844,2.1310458306047128e-4,0.25147377972655216,0.42382915432581225,0.14927644044701843,0.013984356448904394
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,42,6.240867197314304e-4,0.24994554513323183,0.2810432387246477,0.05700360817519264,0.005441924003173057,0.0021620333119291594,0.4133681664281772,0.380404375513451,0.12137230164564036,0.013984356448904394
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,30,6.252764061610908e-4,0.2200288399011383,-0.17651533936886427,0.22521991264328284,0.04052861468134087,0.03636029005027572,0.0033464065571710126,0.36096310680150406,0.23045803886260854,0.013984356448904394
KEGG_AUTOIMMUNE_THYROID_DISEASE,49,6.302532472172804e-4,-0.1626413549781331,-0.26448360248157987,0.041910005656893644,0.014320297642149924,6.575570124566056e-4,0.630139886836057,0.31330533813664635,0.15603960267739006,0.013984674414632253
REACTOME_CELLULAR_RESPONSE_TO_STARVATION,149,6.537540914685725e-4,-0.0525812379871528,0.16222981777140175,-0.020077176842356003,0.0208706853369389,9.996915927391339e-4,0.47053902305442363,0.1717160254384053,0.11578438578676474,0.014392804919987791
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION,31,6.945015062568955e-4,0.3044795543643182,0.30800024816889826,0.0522308882042091,0.0032118623807571105,0.003544612224375883,0.5232611529740112,0.4362339023741705,0.14666273689498555,0.015069403466490426
WP_EXTRACELLULAR_VESICLES_IN_THE_CROSSTALK_OF_CARDIAC_CELLS,28,6.951818490574008e-4,-0.23723391886393452,-0.30173360467583965,0.04265258521956621,0.005805785718766634,0.0016755178217068329,0.6911680771070956,0.38618951756375797,0.18307489925737702,0.015069403466490426
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE,78,7.073324464217296e-4,-0.10788802057256731,-0.15168116995008296,0.10559727396452293,0.04334484375712168,0.003039251264162388,0.03103590757685207,0.21400417418646575,0.13765052888814158,0.015215746824552932
BIOCARTA_FCER1_PATHWAY,37,7.542080047679857e-4,0.047518452732247946,0.3689059758214073,0.09174545092277019,0.7295973334152253,1.05140445772105e-4,0.19982728983250592,0.3831016185189434,0.17419525631142457,0.015994021489725802
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,104,7.548633279395074e-4,0.19078953190857587,0.11389508608234429,0.07233792804457488,7.034399796103149e-4,0.09775780740353655,0.08252955563638958,0.23367822310472192,0.06009788632036574,0.015994021489725802
PID_NFAT_3PATHWAY,53,7.626545730224509e-4,0.1997932059000236,0.22080258025746524,0.12041728237482678,0.014762574738801949,0.007440726066377158,0.04316567417748068,0.32120309224336924,0.052945158855421774,0.016038511841621392
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS,82,8.177870227754851e-4,-0.1519173856482277,0.17369338699538842,-0.03356362049494807,0.004617836003801133,0.006235320514607868,0.4003031724515619,0.23318405041694212,0.16481578410525477,0.017070546890231977
REACTOME_SIGNALING_BY_ERYTHROPOIETIN,25,8.43405989565064e-4,0.1401343892419577,0.27936496618938356,0.26272184182158903,0.2561423344715591,0.018713296076021714,0.0017175064934929671,0.4082954782413589,0.07603708599076102,0.017475868224958457
WP_LIPID_METABOLISM_PATHWAY,28,8.508218121937838e-4,0.2821046844854287,0.056834973909730545,0.2319866084708418,0.0040903080226656965,0.587747129270118,0.004114928938456382,0.3696363804845874,0.11827676521313035,0.017500845742788925
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,197,9.712267487057829e-4,0.10575980843947495,0.12925572308756653,-0.0668066788026423,0.034941477420800164,0.010776043272423505,0.015668418632887426,0.17987582206812436,0.10706050933871616,0.019832731723571712
WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY,138,9.834356391153437e-4,0.14234184178162654,0.16210544799972168,0.018889130595557937,0.004607268376807287,0.003385114523562998,0.6315460618557471,0.21655524802606865,0.07761237616165025,0.019862340814888215
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,183,9.897871934497358e-4,0.10083572617565824,0.1662093673455278,-0.014080100483165802,0.021020137834240872,8.464906386642549e-4,0.5349855534423367,0.19491445994689305,0.09127216843635058,0.019862340814888215
REACTOME_FLT3_SIGNALING,38,9.94445744520777e-4,0.24745980106234833,0.2019218453481267,0.1645381809424471,0.00889848609140334,0.044901943952650195,0.016798706635644433,0.3592792754368936,0.041527578905140645,0.019862340814888215
WP_ENERGY_METABOLISM,48,0.0010125259207589862,0.20019615581481298,0.21308480551445397,0.13924168546038942,0.033389919035900155,0.01763758281871466,0.011874938665064304,0.3238392843896669,0.039442724564840735,0.019862340814888215
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,142,0.0010143367328983414,-0.08044708057996394,-0.08213094837616908,0.08806853151023698,0.03334855875758522,0.01464170612939741,0.012822496533697303,0.14482158574389994,0.09778224948194271,0.019862340814888215
PID_CD8_TCR_PATHWAY,51,0.001014967025317212,0.2731276492565342,-0.0423871817894786,0.11902241837048903,7.598276344601782e-4,0.3482423303051323,0.047884724530757615,0.3009347471516282,0.1577715066270607,0.019862340814888215
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,123,0.0010378023107965183,-0.07540619006648011,-0.03368778573553914,0.1238753641223974,0.03244221485871693,0.1531816386833942,0.0017374885798399735,0.1488827264814903,0.10510289346874088,0.020169151116031646
KEGG_STARCH_AND_SUCROSE_METABOLISM,52,0.0010569382314142826,-0.11227757553703162,-0.10288505425703653,-0.1917920424820121,0.11921396445462555,0.0690599254246736,0.0011871176001216515,0.24489952208481158,0.0488453724604073,0.02040035572688663
WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION,39,0.001094603606949393,0.0842748740347382,0.3665521403037575,-0.010021888071144569,0.4373003503700318,7.677003776774668e-5,0.8180674213167662,0.3762488062377701,0.19595081578569054,0.02069344582652366
REACTOME_INFLUENZA_INFECTION,150,0.001095344866605836,-0.02409600662564499,0.1492178994527532,-0.08066837048879377,0.2917079794491018,0.0033819514085309476,0.011590154807489532,0.17133004713042133,0.11978163430513471,0.02069344582652366
REACTOME_RRNA_PROCESSING,192,0.0010964566668761572,-0.055120276978146636,0.11112937844803587,-0.07546473437737089,0.048445226938035234,0.02515308112416227,0.007862219502287947,0.1451995517315447,0.10236389973789091,0.02069344582652366
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,88,0.0011014964066637862,-0.14714440601619597,0.1505591155527972,-0.054363138890147045,0.004386485385317937,0.016228006601509765,0.18003047044399365,0.21742786014650717,0.15233126219420293,0.02069344582652366
BIOCARTA_AT1R_PATHWAY,26,0.0011611101899611175,0.043002323113747354,0.44519661442486413,0.026945897810128912,0.8044920829361848,6.912844957224249e-5,0.7864622335952836,0.44807957630016365,0.2369780997988076,0.021668930564969727
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,64,0.00120416393510957,0.18720613249381418,0.11692209599191478,0.1507674515648477,0.01215170772744611,0.18330809676328297,0.004610551394640583,0.267297095056779,0.0351499913435305,0.022324565586439266
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,132,0.0012239747393085103,-0.0492886350821773,-0.04966502526111723,0.1290466174026559,0.18987185064803827,0.08024999564284786,7.696621883074481e-4,0.1467958233245037,0.10307073232492671,0.02251564586404846
REACTOME_INTERFERON_GAMMA_SIGNALING,89,0.0012304504836988866,0.0658056965629743,-0.14839187304811985,0.10708466892134355,0.39420045882137944,0.0018858666423368369,0.019436438382425647,0.194467642565187,0.1371451882027082,0.02251564586404846
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,40,0.0012661724734028986,0.1188219277526023,0.3516448314169736,4.969916300479297e-4,0.23473889916221344,1.2905885374981508e-4,0.9433071408072689,0.37117783470702664,0.17865800680170113,0.02284963115751728
KEGG_SPLICEOSOME,123,0.0012784338582986798,0.024003741106661557,0.015796701261784386,-0.14809039152905815,0.8796355065827247,0.5264804475993463,9.487481951422645e-5,0.15085250883263238,0.0970761944506224,0.02284963115751728
PID_MYC_REPRESS_PATHWAY,62,0.0012785341834431268,0.2256776286742885,0.1631286652567625,0.09584946508478366,0.002485677483675386,0.04662564984054391,0.08239379058896827,0.29449698380381095,0.06492844222861996,0.02284963115751728
WP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION,59,0.0012811361685194215,0.1294680628925013,-0.042681451625251776,0.17025075497820535,0.11671900946478703,0.34622762763422776,4.193131324249099e-4,0.21810319849242077,0.1130182934539602,0.02284963115751728
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,106,0.001333862012563065,-0.13127583199488846,0.14113585199331652,-0.045091182509089445,0.004827618950297825,0.01611436723461001,0.21347254743429453,0.1979542561398909,0.13923387265068318,0.023640397178633442
KEGG_PANCREATIC_CANCER,66,0.0013533531606683795,0.1816673618002802,0.2246986079088463,0.05767472032892837,0.01374677115349238,0.0028122070695407453,0.2993279682547667,0.29465041677327974,0.086720664879647,0.023835932542271836
WP_TGFBETA_SIGNALING_PATHWAY,130,0.0013734245558252518,0.18360687582920374,0.12644480737082797,-0.03944636624609452,9.365932829378315e-4,0.048226050825440465,0.2742743151214443,0.22639741600298238,0.11585920503981083,0.024039195020593537
BIOCARTA_TCYTOTOXIC_PATHWAY,12,0.0014131827643796356,0.31851596624643475,-0.39041509789611667,0.25126597181930954,0.05446130740808614,0.006736524834013626,0.03788536156957586,0.5630372616563103,0.3913354082897586,0.024582401419887736
KEGG_NON_SMALL_CELL_LUNG_CANCER,53,0.0014310882237897212,0.17265201884567444,0.2687416749373467,0.05607933177170652,0.03682644665079756,0.0010481021335196903,0.36695449697340676,0.3243080309082382,0.10649545027853036,0.02468389516341353
BIOCARTA_CSK_PATHWAY,20,0.0014446809250599484,0.2586771887826737,-0.22219162988653787,0.24923401500727949,0.04653777489313499,0.03653572360658378,0.007869378761410075,0.42237495501602845,0.27494427707047203,0.02468389516341353
WP_TCELL_ANTIGEN_RECEPTOR_TCR_SIGNALING_PATHWAY,88,0.0014452954939543055,0.10779161916219468,0.037486789925562466,0.15840036324381976,0.09440321358015902,0.8678387843655825,3.587411128009707e-4,0.1952305500076894,0.06072356242857328,0.02468389516341353
PID_AMB2_NEUTROPHILS_PATHWAY,41,0.0014597312103155518,0.16437803703937978,-0.10051918114137662,0.20894151194495814,0.08200691366955389,0.12434416597398755,0.0014963429558644387,0.2842196338258455,0.1672933352234123,0.02478025632933268
REACTOME_HEME_SIGNALING,47,0.0014703566983896158,0.2079395967606364,0.24162676971716865,0.0966569303965465,0.01660914663904276,0.005175409826311546,0.13100457283701084,0.33311399541089914,0.07586711163557815,0.024811168718933758
REACTOME_G0_AND_EARLY_G1,27,0.0015092819483477598,0.38953273801559923,0.19101398765435898,-0.05425133263162352,3.667570624514108e-4,0.11298041550791983,0.45282136209862656,0.43722454706690034,0.2223019991438798,0.02531640791930945
BIOCARTA_BLYMPHOCYTE_PATHWAY,12,0.0015791702645700872,0.2375011563364239,-0.5268649262052485,-0.006600046798282497,0.15940015393371557,3.258451611090127e-4,0.9213237389478878,0.5779593500793458,0.39040928315812773,0.026331963346500033
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY,35,0.0016066441879831598,0.21886757466921358,0.31704516600166954,0.059944713157257475,0.027831530928235905,0.001381936416301712,0.4299884308253009,0.3898897551387005,0.12974074032713143,0.026632490127862028
PID_SMAD2_3NUCLEAR_PATHWAY,76,0.001635100249196701,0.24511703216802605,0.06253991490558547,0.06150829067060654,2.2389535226068362e-4,0.5395668404224168,0.23532047978189552,0.26033991287637553,0.10571001052461981,0.02674351185546338
REACTOME_GENE_SILENCING_BY_RNA,138,0.0016366644780720276,-0.06485755577855379,-0.080334019403204393,0.06857278154853841,0.025911961271103692,0.005610665587077765,0.07897987558516828,0.123944679532226,0.0818702339225809,0.02674351185546338
REACTOME_TIE2_SIGNALING,18,0.0016418124737385253,0.07915288752443408,0.3706898880746081,0.2697829018235901,0.62554765122748,0.006530207968702105,0.0062639689813072125,0.46525153072351955,0.14805170544765306,0.02674351185546338
PID_PI3KCI_PATHWAY,47,0.0018073258748276236,0.21379703842005018,0.1890367109354106,0.1374173962882048,0.012967470551802677,0.03892836118424866,0.027368064481500396,0.3167453117586619,0.03896895600770483,0.02927036962795542
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES,27,0.0018519030065185637,0.28568311732123297,0.30822460568757787,0.09733831972731549,0.010153690697806413,0.006453822788823048,0.24352581256652275,0.43138381930825515,0.1157978893622975,0.02972313629427595
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,103,0.0018563775684146797,-0.002305964835140723,-0.14810546433583838,0.09137327807453821,0.8291088249413879,9.500479612572155e-4,0.04051461409332364,0.1740391392360985,0.12068095864250228,0.02972313629427595
REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES,69,0.0018995114787971864,-0.12307441480223301,-0.12911807907030454,0.05027364297747349,0.004674837417173453,0.009876776573300513,0.37986937033635315,0.1853273565881303,0.10187203161569001,0.0301627533830099
REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE,65,0.0019052413421489574,-0.1828913903643681,-0.11863535377026733,0.07275091917657196,0.0031182992568479003,0.02726023555601748,0.18499249535554035,0.22981798031190742,0.13298529626659877,0.0301627533830099
WP_MET_IN_TYPE_1_PAPILLARY_RENAL_CELL_CARCINOMA,55,0.0019274219110463312,0.08360703381953129,0.25434112692526334,0.11905523099662668,0.36124259146698745,0.0016965807163813594,0.039891114061578505,0.293008008384367,0.09010084985629244,0.03034343544876291
REACTOME_REGULATION_OF_SIGNALING_BY_CBL,22,0.00197280541639815,-0.045406676326677685,0.26402280918449333,0.28150537653789365,0.5929287581119538,0.038344730504497715,0.0016007606779115384,0.3886065967587894,0.18390384125637618,0.03088536479672215
PID_RAC1_PATHWAY,52,0.0020080369406946853,0.043461824254397714,0.2599942944185146,0.1382103328357576,0.5777939425891985,0.002609412942504322,0.02079305278264461,0.2976374630322472,0.10854716625547059,0.031096296869810715
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION,29,0.002008348484849379,0.17681845779253494,0.25178463249136673,0.1739633398618658,0.11910190615594848,0.00988259415654179,0.015579960929917295,0.3534452033778901,0.044129039255914417,0.031096296869810715
BIOCARTA_GRANULOCYTES_PATHWAY,14,0.002022382965846938,0.014075996723833471,-0.4229886021591404,0.2505350180653869,0.9862247074545096,0.0016067987067191869,0.025372898141966575,0.4918183470727141,0.3417046481419525,0.031142487419435365
WP_VITAMIN_D_RECEPTOR_PATHWAY,179,0.002066407115315297,-0.04937648563024746,-0.08267247555981459,0.07518116585163685,0.11293752315814683,0.0080618634031413,0.018007470266885685,0.12216784866401431,0.08320757537120392,0.03152253987168678
